"product","sub_product","issue","sub_issue","consumer_complaint_narrative","company_public_response","company","state","tags","consumer_consent_provided","submitted_via","date_sent_to_company","company_response_to_consumer","timely_response","consumer_disputed."
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","NY","Blank","Blank","Referral","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Billing disputes","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","DC","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Blank","Equifax","VA","Blank","Blank","Web","04","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MD","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Debt collection","Credit card","False statements or representation","Attempted to collect wrong amount","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","WA","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","PNC Bank N.A.","NC","Blank","Blank","Referral","04","Closed","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Company believes it acted appropriately as authorized by contract or law","Select Portfolio Servicing, Inc","TX","Servicemember","Blank","Phone","03","Closed with explanation","Yes","No"
"Student loan","Non-federal student loan","Dealing with my lender or servicer","Trouble with how payments are handled","Blank","Blank","Navient Solutions, Inc.","CA","Blank","Blank","Phone","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NY","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Closing/Cancelling account","Blank","Yes","Company chooses not to provide a public response","Citibank","OH","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Closing/Cancelling account","Blank","Yes","Blank","Capital One","GA","Older American","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Experian","FL","Blank","Blank","Postal mail","03","In progress","Yes","No"
"Bank account or service","Checking account","Problems caused by my funds being low","Blank","Yes","Company chooses not to provide a public response","Bank of America","CA","Blank","Consent provided","Web","01","Closed with monetary relief","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Company chooses not to provide a public response","Wells Fargo & Company","VA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Blank","Ocwen","WA","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Blank","TransUnion Intermediate Holdings, Inc.","PA","Blank","Blank","Web","03","In progress","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","JPMorgan Chase & Co.","NJ","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Student loan","Non-federal student loan","Can't repay my loan","Can't decrease my monthly payments","Blank","Blank","Navient Solutions, Inc.","GA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Blank","Yes","Company chooses not to provide a public response","U.S. Bancorp","AR","Older American","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Problem with fraud alerts","Blank","Blank","Equifax","AL","Blank","Blank","Referral","01","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Payoff process","Blank","Blank","Company chooses not to provide a public response","Citibank","NV","Older American, Servicemember","Blank","Phone","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","FL","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","FL","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Credit card","Blank","Rewards","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","VA","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Mortgage","Home equity loan or line of credit","Loan servicing, payments, escrow account","Blank","Yes","Blank","Ocwen","TX","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Yes","Company chooses not to provide a public response","Citibank","NJ","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Billing dispute","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","IN","Blank","Consent provided","Web","03","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","RI","Blank","Blank","Web","04","Closed with explanation","Yes","No"
"Consumer Loan","Installment loan","Shopping for a loan or lease","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","VA","Older American, Servicemember","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","TX","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Yes","Company chooses not to provide a public response","Wells Fargo & Company","UT","Older American","Consent provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company believes it acted appropriately as authorized by contract or law","Select Portfolio Servicing, Inc","KY","Blank","Other","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Ocwen","TX","Blank","Blank","Phone","04","Closed with explanation","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","UT","Blank","Consent provided","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Blank","Equifax","GA","Blank","Blank","Web","04","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","TX","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Debt collection","Credit card","Disclosure verification of debt","Right to dispute notice not received","Blank","Blank","Capital One","CA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","TX","Older American","Consent not provided","Web","04","Closed with explanation","Yes","No"
"Credit card","Blank","Late fee","Blank","Blank","Blank","Capital One","PA","Blank","Blank","Web","04","Closed with explanation","Yes","No"
